ID,Nombre,P_comestible,Energia_kcal,Agua_g,Alcohol_g,Proteinas_g,HC_g,Almidon_g,Azucares_sencillos_g,Azucares_libres_g,Fibra_g,Grasa_total_g,AGS_g,AGM_g,AGP_g,Colesterol_mg,VitA_ug,Retinol_ug,Carotenoides_ug,VitD_ug,VitE_mg,VitK_ug,VitB1_mg,VitB2_mg,Niacina_mg,VitB6_mg,Folato_ug,VitB12_ug,VitC_mg,Biotina_ug,Pantotenico_mg,Calcio_mg,Fosforo_mg,Magnesio_mg,Hierro_mg,Sodio_mg,Cinc_mg,Iodo_ug,Manganeso_mg,Potasio_mg,Selenio_ug,Cobre_mg
120133,Pisto de verduras congelado,1.0,57.0,83.8,0.0,2.9,8.8,0.45,8.3,8.3,4.4,0.15,0.031,0.01,0.072,0.0,214.0,0.0,1284.0,0.0,0.6,4.7,,,,,,,,,,,,,,,,,,,,
120134,Pizza de atún congelada,1.0,219.0,55.8,0.0,8.0,23.0,20.1,2.9,2.9,3.4,9.8,4.4,3.0,1.8,59.0,66.0,58.0,0.0,0.94,1.9,14.3,,,,,,,,,,,,,,,,,,,,
120135,Pizza margarita congelada,1.0,237.0,49.7,0.0,8.2,32.6,30.0,2.6,2.6,1.7,7.8,4.3,2.3,0.68,16.0,66.0,58.0,,0.0,0.54,13.4,,,,,,,,,,,,,,,,,,,,
120136,Pizza romana congelada,1.0,177.0,58.6,0.0,7.3,26.5,24.9,1.6,1.6,3.8,3.8,2.0,1.1,0.5,35.1,65.0,58.0,0.0,0.5,1.3,12.1,,,,,,,,,,,,,,,,,,,,
120137,Pollo empanado congelado,1.0,242.0,55.1,0.0,18.0,13.5,12.7,0.8,0.8,0.7,12.7,2.1,5.3,4.7,36.0,0.0,0.0,7.2,0.0,0.02,,,,,,,,,,,,,,,,,,,,,
120138,Pure de patatas para reconstituir,1.0,353.0,9.5,0.0,6.5,76.0,75.5,0.5,0.0,7.0,1.0,0.8,,,0.0,1.0,0.0,6.0,0.0,0.1,8.7,,,,,,,,,,,,,,,,,,,,
120139,San Jacobo congelado,1.0,252.0,51.4,0.0,4.1,26.7,24.2,2.5,2.5,4.5,13.3,2.5,4.2,5.6,31.0,11.4,8.6,16.8,0.7,0.67,7.0,,,,,,,,,,,,,,,,,,,,
120140,Sopa de ave con fideos para reconstituir,1.0,326.0,11.3,0.0,11.0,66.0,62.4,3.6,0.0,2.2,1.5,0.2,,,,8.0,8.0,,0.0,0.27,0.1,,,,,,,,,,,,,,,,,,,,
120141,Sopa jardinera para reconstituir,1.0,270.0,29.5,0.0,0.0,59.0,45.0,14.0,0.0,10.0,1.5,0.2,,,0.0,1200.0,0.0,7197.0,0.0,0.17,29.9,,,,,,,,,,,,,,,,,,,,
130101,Aceituna negra con hueso,0.8,156.0,78.7,0.0,0.5,0.0,0.0,0.0,0.0,4.8,16.0,2.3,,,0.0,55.0,0.0,330.0,0.0,2.0,1.4,,,,,,,,,,,,,,,,,,,,
130102,Aceituna negra sin hueso,1.0,156.0,78.7,0.0,0.5,0.0,0.0,0.0,0.0,4.8,16.0,2.3,,,0.0,55.0,0.0,330.0,0.0,2.0,1.4,,,,,,,,,,,,,,,,,,,,
130103,Aceituna rellena de anchoa,1.0,121.0,83.9,0.0,1.3,0.0,0.0,0.0,0.0,2.5,12.3,,,,,39.3,,236.0,,,,,,,,,,,,,,,,,,,,,,,
130104,Aceituna rellena de pimiento,1.0,169.0,76.5,0.0,1.2,3.8,0.1,0.0,0.0,2.5,16.0,,,,,49.5,,297.0,,,,,,,,,,,,,,,,,,,,,,,
130105,Aceituna verde con hueso,0.8,167.0,75.1,0.0,0.8,1.0,0.0,1.0,0.0,4.8,16.7,2.6,11.2,0.6,0.0,48.0,0.0,288.0,0.0,1.5,1.4,,,,,,,,,,,,,,,,,,,,
130106,Aceituna verde sin hueso,1.0,167.0,75.1,0.0,0.8,1.0,0.0,1.0,0.0,4.8,16.7,2.6,11.2,0.6,0.0,48.0,0.0,288.0,0.0,1.5,1.4,,,,,,,,,,,,,,,,,,,,
130107,Alcaparra,1.0,28.7,90.0,0.0,2.4,2.1,0.0,2.1,0.0,1.5,0.86,0.23,0.063,0.3,0.0,13.8,0.0,83.0,0.0,0.88,24.6,,,,,,,,,,,,,,,,,,,,
130108,Berenjenas encurtidas,1.0,27.0,93.5,0.0,0.7,2.8,2.0,0.8,0.0,2.0,1.0,0.4,,,0.0,5.0,0.0,30.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,
130109,Chips de verduras,1.0,468.0,1.4,0.0,3.2,67.3,57.1,10.1,0.0,4.4,19.8,2.2,5.8,10.8,0.0,45.0,0.0,269.0,0.0,25.5,,,,,,,,,,,,,,,,,,,,,
130110,Corteza de trigo,1.0,521.0,1.6,0.0,9.1,57.0,54.7,2.3,0.0,2.1,28.0,10.7,10.8,2.9,0.0,0.5,0.0,3.0,0.0,1.7,0.0,,,,,,,,,,,,,,,,,,,,
130111,Fritos de maíz sabor barbacoa,1.0,539.0,1.1,0.0,7.0,55.0,5.9,0.8,0.0,5.9,31.0,3.8,10.7,,0.0,6.9,0.0,41.5,0.0,2.6,33.6,,,,,,,,,,,,,,,,,,,,
130112,Galleta salada,1.0,466.0,7.3,0.0,6.2,64.0,55.0,9.0,8.9,2.5,20.0,1.9,4.3,3.3,0.0,0.0,0.0,0.0,0.0,0.5,4.0,,,,,,,,,,,,,,,,,,,,
130113,Ganchitos,1.0,470.0,3.5,0.0,6.6,71.1,70.1,1.0,0.0,1.4,17.4,2.2,,,0.0,0.0,0.0,0.0,0.0,1.4,7.2,,,,,,,,,,,,,,,,,,,,
130114,Gusanitos con queso,1.0,520.0,4.9,0.0,5.6,58.0,54.3,3.7,3.7,2.5,29.0,3.5,6.3,11.3,0.0,16.3,10.0,37.5,0.0,1.4,7.2,,,,,,,,,,,,,,,,,,,,
130115,Nachos con queso,1.0,357.0,36.1,0.0,4.3,34.9,32.7,2.2,2.2,3.2,21.5,2.2,14.0,5.0,16.0,5.5,5.0,3.0,0.0,4.1,19.3,,,,,,,,,,,,,,,,,,,,
130116,Palomitas de maíz,1.0,494.0,6.4,0.0,6.2,44.3,43.3,1.0,0.0,10.0,30.2,5.3,8.8,14.4,0.0,1.0,0.0,,0.0,11.0,15.7,,,,,,,,,,,,,,,,,,,,
130117,Pan de gambas,1.0,349.0,12.8,0.0,1.6,85.5,80.9,4.7,4.6,0.0,0.1,0.0,,,,10.3,2.0,50.0,0.2,4.3,,,,,,,,,,,,,,,,,,,,,
130118,Patatas fritas de bolsa,1.0,531.0,5.2,0.0,6.5,47.5,46.8,0.67,0.0,3.6,34.2,14.0,13.7,5.0,0.0,0.0,0.0,0.0,0.0,3.1,7.2,,,,,,,,,,,,,,,,,,,,
130119,Patatas fritas de bolsa bajas en calorías,1.0,462.0,4.8,0.0,6.6,57.4,56.4,1.0,0.0,6.3,21.5,6.2,8.0,6.6,0.0,0.0,0.0,0.0,0.0,1.8,7.2,,,,,,,,,,,,,,,,,,,,
130120,Pepinillos en vinagre en conserva,1.0,10.5,97.5,0.0,1.3,1.1,1.1,0.0,0.0,0.0,0.1,0.03,0.002,0.041,0.0,20.0,0.0,0.0,0.0,0.16,13.0,,,,,,,,,,,,,,,,,,,,
130121,Triángulos maíz,1.0,503.0,5.9,0.0,6.5,56.3,55.3,1.0,0.0,1.0,27.7,3.2,13.2,9.1,,16.0,0.0,,0.0,2.0,33.6,,,,,,,,,,,,,,,,,,,,
140101,Ajo en polvo,1.0,346.0,0.97,0.0,16.6,63.7,61.3,2.4,0.0,9.0,0.73,0.25,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.67,0.4,,,,,,,,,,,,,,,,,,,,
140102,Albahaca fresca,1.0,26.2,92.1,0.0,3.2,1.1,,0.3,0.0,1.6,0.64,0.041,0.088,0.39,0.0,264.0,0.0,1584.0,0.0,0.8,415.0,,,,,,,,,,,,,,,,,,,,
140103,Albahaca seca,1.0,255.0,20.6,0.0,14.0,20.5,1.7,18.8,0.0,40.5,4.0,0.24,0.45,2.2,0.0,931.0,0.0,5584.0,0.0,7.5,,,,,,,,,,,,,,,,,,,,,
140104,Azafrán,1.0,353.0,17.3,0.0,11.4,61.5,19.1,42.4,0.0,3.9,5.9,1.6,0.43,2.1,0.0,27.0,0.0,162.0,0.0,,,,,,,,,,,,,,,,,,,,,,
140105,Canela,1.0,255.0,9.6,0.0,3.9,25.6,23.4,2.2,0.0,54.3,3.2,0.65,0.48,0.53,0.0,28.0,0.0,168.0,0.0,0.95,31.2,,,,,,,,,,,,,,,,,,,,
140106,"Cardamomo, semillas",1.0,344.0,8.3,0.0,10.8,46.2,,,0.0,28.0,6.7,0.68,0.87,0.43,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140107,Cebolla deshidratada en copos,1.0,355.0,7.3,0.0,9.0,74.1,2.7,37.4,0.0,9.2,0.45,0.078,0.064,0.18,0.0,1.0,0.0,11.0,0.0,0.18,,,,,,,,,,,,,,,,,,,,,
140108,Cebollino,1.0,29.0,91.3,0.0,3.0,1.9,0.0,1.9,0.0,2.3,0.53,0.12,0.08,0.22,0.0,435.0,0.0,2612.0,0.0,0.9,,,,,,,,,,,,,,,,,,,,,
140109,Cilantro,1.0,22.1,92.2,0.0,2.1,0.9,0.9,0.0,0.0,2.8,0.5,0.0,0.3,0.04,0.0,685.0,0.0,4049.0,0.0,2.5,310.0,,,,,,,,,,,,,,,,,,,,
140110,Clavo,1.0,335.0,9.9,0.0,6.0,31.6,,2.4,0.0,33.9,13.0,4.0,1.4,3.6,,16.1,0.0,96.5,,8.8,142.0,,,,,,,,,,,,,,,,,,,,
140111,Comino,1.0,391.0,8.1,0.0,17.8,33.7,31.4,2.3,0.0,10.5,18.2,,,,,127.0,0.0,762.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140112,Cúrcuma,1.0,291.0,12.9,0.0,9.7,44.4,,3.2,0.0,22.7,3.3,1.8,0.45,0.76,,0.0,0.0,0.0,,,13.4,,,,,,,,,,,,,,,,,,,,
140113,Eneldo seco,1.0,316.0,7.3,0.0,20.0,42.2,,,0.0,13.6,4.4,0.23,,,0.0,293.0,0.0,1758.0,0.0,,,,,,,,,,,,,,,,,,,,,,
140114,Gomasio,1.0,89.7,84.7,0.0,2.7,0.14,0.14,0.0,0.0,0.0,8.7,1.3,3.3,3.8,0.0,0.15,,,0.0,0.38,,,,,,,,,,,,,,,,,,,,,
140115,Guindilla picante,0.95,47.3,88.8,0.0,1.9,6.7,1.4,5.3,0.0,1.5,1.1,0.11,0.061,0.6,0.0,95.3,0.0,572.0,0.0,0.69,14.0,,,,,,,,,,,,,,,,,,,,
140116,Hinojo,1.0,20.2,93.3,0.0,1.1,2.3,0.15,2.2,0.0,3.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,32.0,0.0,0.9,62.8,,,,,,,,,,,,,,,,,,,,
140117,Jengibre crudo,1.0,32.9,90.9,0.0,1.1,3.4,2.0,1.0,0.0,2.7,1.1,0.09,0.8,0.13,,,,,0.25,0.75,0.8,,,,,,,,,,,,,,,,,,,,
140118,Jengibre en polvo,1.0,336.0,9.7,0.0,9.1,58.3,54.9,3.4,0.0,14.1,4.2,2.6,0.48,0.93,,3.0,0.0,18.0,,,0.8,,,,,,,,,,,,,,,,,,,,
140119,Laurel,1.0,353.0,9.0,0.0,7.6,48.7,0.0,48.7,0.0,26.3,8.4,2.3,1.6,2.3,0.0,309.0,0.0,1854.0,0.0,,,,,,,,,,,,,,,,,,,,,,
140120,Levadura,1.0,164.0,34.0,0.0,27.8,11.8,11.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
140121,Levadura de panadería fresca,1.0,73.0,73.3,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140122,Mejorana seca,1.0,324.0,7.6,0.0,12.7,32.4,28.3,4.1,0.0,40.3,7.0,0.53,0.94,4.4,0.0,403.0,0.0,4806.0,0.0,1.7,,,,,,,,,,,,,,,,,,,,,
140123,Menta fresca,1.0,67.3,80.4,0.0,3.8,6.9,0.0,6.9,0.0,8.0,0.94,0.25,0.033,0.51,0.0,212.0,0.0,1272.0,0.0,,,,,,,,,,,,,,,,,,,,,,
140124,Nuez moscada,1.0,506.0,8.6,0.0,5.8,28.5,0.0,28.5,0.0,20.8,36.3,25.9,3.2,0.35,0.0,10.2,0.0,61.0,0.0,0.053,0.0,,,,,,,,,,,,,,,,,,,,
140125,Orégano fresco,1.0,65.6,86.1,0.0,2.2,9.7,7.9,1.8,0.0,,2.0,,,,0.0,135.0,0.0,810.0,,,,,,,,,,,,,,,,,,,,,,,
140126,Orégano seco,1.0,309.0,7.2,0.0,11.0,21.6,17.5,4.1,0.0,42.8,10.3,2.7,0.67,5.3,0.0,690.0,0.0,4142.0,0.0,18.9,622.0,,,,,,,,,,,,,,,,,,,,
140127,Perejil,0.4,59.0,83.6,0.0,4.4,7.4,0.46,6.9,0.0,4.3,0.36,0.043,0.0072,0.19,0.0,867.0,0.0,5200.0,0.0,3.7,421.0,,,,,,,,,,,,,,,,,,,,
140128,Pimentón,1.0,357.0,9.5,0.0,14.8,34.8,0.0,34.8,0.0,20.9,13.0,2.0,1.1,8.2,0.0,6042.0,0.0,36250.0,0.0,0.69,80.3,,,,,,,,,,,,,,,,,,,,
140129,Pimienta blanca,1.0,283.0,17.3,0.0,10.4,42.4,0.0,42.4,0.0,26.2,2.1,0.62,0.79,0.64,0.0,0.0,0.0,0.0,0.0,2.5,,,,,,,,,,,,,,,,,,,,,
140130,Pimienta negra,1.0,280.0,16.7,0.0,10.9,38.3,0.0,38.3,0.0,26.5,3.3,0.98,1.0,1.1,0.0,19.2,0.0,115.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
140131,Sal común,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140132,Sal fluorada,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140133,Sal hiposódica,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140134,Sal yodada,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140135,Sal yodada fluorada,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140136,Semilla de anís,1.0,443.0,1.7,0.0,17.6,50.0,,,0.0,14.6,15.9,0.59,9.8,3.2,0.0,16.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
140137,Semillas de alcaravea,1.0,334.0,9.9,0.0,19.8,11.9,11.3,0.64,0.0,38.0,14.6,0.62,7.1,3.3,0.0,35.0,0.0,210.0,0.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,
140138,Tomillo seco,1.0,369.0,7.8,0.0,9.1,57.1,,,0.0,18.6,7.4,,,,0.0,380.0,0.0,2281.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140139,Vainilla,1.0,51.6,87.2,0.0,0.06,12.7,0.0,12.7,0.0,0.0,0.06,0.01,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
140140,Vinagre,1.0,4.0,99.0,0.0,0.4,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
140141,Vinagre balsámico,1.0,70.0,76.5,0.0,0.49,17.0,3.0,15.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140142,Vinagre de manzana,1.0,2.4,99.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140143,Vinagre de vino,1.0,4.0,97.0,0.0,0.4,0.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140201,Alioli,1.0,796.0,9.7,0.0,0.5,2.8,2.5,0.3,0.3,0.1,86.9,12.6,61.7,8.7,0.0,0.0,0.0,0.0,0.0,10.5,80.3,,,,,,,,,,,,,,,,,,,,
140202,Gelatina,1.0,338.0,15.6,0.0,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140203,Kétchup,1.0,117.0,66.4,0.0,2.0,26.0,1.2,24.8,21.1,0.9,0.4,0.061,0.072,0.18,0.0,52.7,0.0,316.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,
140204,Mayonesa comercial,1.0,709.0,16.3,0.0,1.3,5.8,3.0,2.7,1.5,0.0,75.6,11.4,18.2,42.4,100.0,6.3,5.0,8.0,0.25,15.5,81.0,,,,,,,,,,,,,,,,,,,,
140205,Mayonesa ligera,1.0,272.0,64.5,0.0,0.7,8.8,6.5,2.3,1.3,0.0,26.0,4.3,6.9,15.7,50.0,8.0,5.0,,0.0,14.0,81.0,,,,,,,,,,,,,,,,,,,,
140206,Mostaza,1.0,125.0,74.9,0.0,7.1,5.0,2.5,2.5,2.5,1.3,8.2,0.5,5.8,1.6,0.0,10.8,0.0,65.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,
140207,Salsa agridulce,1.0,121.0,71.2,0.0,0.48,24.0,3.2,20.8,20.8,0.8,2.4,0.37,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140208,Salsa al curry,1.0,78.2,86.7,0.0,1.5,6.8,3.1,3.7,3.7,,5.0,1.5,2.4,0.98,0.0,29.8,0.0,179.0,0.0,,,,,,,,,,,,,,,,,,,,,,
140209,Salsa barbacoa,1.0,71.0,81.5,0.0,1.8,11.6,3.3,8.3,6.3,0.6,1.8,0.0,0.46,1.1,0.0,86.7,0.0,520.0,0.0,6.6,0.1,,,,,,,,,,,,,,,,,,,,
140210,Salsa bechamel,1.0,153.0,74.5,0.0,4.1,10.8,6.4,4.4,0.0,0.3,10.3,4.4,3.5,1.8,26.0,128.0,115.0,77.0,0.62,0.71,0.77,,,,,,,,,,,,,,,,,,,,
140211,Salsa boloñesa,1.0,163.0,72.6,0.0,8.0,7.2,2.6,4.6,3.7,1.1,11.1,3.1,4.7,2.6,25.0,213.0,0.0,1275.0,0.0,1.9,5.5,,,,,,,,,,,,,,,,,,,,
140212,Salsa brava,1.0,186.0,70.1,0.0,2.0,12.3,3.3,9.0,7.7,1.3,14.3,1.7,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
140213,Salsa carbonara,1.0,307.0,60.6,0.0,7.5,2.0,0.0,2.0,2.0,0.0,29.9,17.6,9.9,1.2,97.0,190.0,168.0,134.0,0.33,0.5,21.6,,,,,,,,,,,,,,,,,,,,
140214,Salsa cesar,1.0,543.0,34.3,0.0,2.2,3.3,0.5,2.8,2.7,,57.9,8.8,13.5,32.9,39.0,9.0,9.0,2.0,0.1,4.7,,,,,,,,,,,,,,,,,,,,,
140215,Salsa de queso,1.0,111.0,77.0,0.0,5.3,8.4,4.0,4.4,4.4,0.5,6.1,2.6,1.7,1.2,29.0,67.0,60.8,37.0,0.09,0.29,11.5,,,,,,,,,,,,,,,,,,,,
140216,Salsa de soja,1.0,65.7,76.6,0.0,8.7,6.7,3.8,2.9,2.9,1.6,0.1,0.011,0.017,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
140217,Salsa holandesa,1.0,289.0,64.7,0.0,2.7,0.6,0.0,0.6,0.6,0.0,30.6,19.0,9.2,1.2,200.0,602.0,510.0,550.0,0.86,14.0,21.6,,,,,,,,,,,,,,,,,,,,
140218,Salsa inglesa,1.0,78.0,78.5,0.0,0.0,19.5,9.4,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,47.0,0.0,0.08,,,,,,,,,,,,,,,,,,,,,
140219,Salsa picante,1.0,13.1,90.0,0.0,0.5,1.8,0.49,1.3,0.0,0.3,0.37,0.052,0.03,0.02,0.0,8.0,0.0,140.0,0.0,0.12,,,,,,,,,,,,,,,,,,,,,
140220,Salsa roquefort,1.0,480.0,39.3,0.0,7.2,6.0,2.3,3.7,3.7,0.0,47.5,12.8,28.1,4.5,38.0,14.8,14.0,5.0,0.08,4.7,11.5,,,,,,,,,,,,,,,,,,,,
140221,Salsa tabasco,1.0,12.0,95.2,0.0,1.3,0.8,,0.13,0.0,0.6,0.76,,0.061,0.4,0.0,1640.0,0.0,,0.0,0.01,0.2,,,,,,,,,,,,,,,,,,,,
140222,Salsa tamari,1.0,66.9,66.0,0.0,10.5,5.6,3.9,1.7,1.7,0.8,0.1,0.011,0.017,0.044,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
140223,Salsa tartara,1.0,209.0,67.0,0.0,1.0,13.3,9.1,4.3,4.2,0.5,16.7,3.3,3.6,9.0,7.0,11.0,3.0,82.0,2.0,1.7,,,,,,,,,,,,,,,,,,,,,
140224,Salsa vinagreta,1.0,648.0,27.8,0.0,0.2,0.2,0.0,0.2,0.0,0.0,71.8,10.1,50.4,8.1,0.0,0.0,0.0,0.0,0.0,9.5,0.0,,,,,,,,,,,,,,,,,,,,
140225,Sofrito,1.0,215.0,71.8,0.0,1.1,4.7,0.1,4.6,3.7,1.4,21.0,3.0,14.9,2.1,0.0,,,,0.0,9.5,,,,,,,,,,,,,,,,,,,,,
150101,Aspartamo,1.0,365.0,4.9,0.0,1.4,93.7,8.8,84.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
150102,Barrita hipocalórica,1.0,473.0,7.7,0.0,22.0,42.0,,,0.0,5.4,22.9,4.6,15.1,0.02,,5.4,0.0,32.5,2.4,4.8,,,,,,,,,,,,,,,,,,,,,
150103,Batido hipocalórico,1.0,322.0,11.9,0.0,26.9,37.0,23.9,13.1,0.0,12.3,4.6,1.7,,2.0,,209.0,209.0,1.0,2.3,4.8,,,,,,,,,,,,,,,,,,,,,
150104,Crema hipocalórica,1.0,262.0,35.4,0.0,23.0,30.0,24.5,5.5,0.0,7.8,3.8,0.8,1.5,1.4,,170.0,,,1.1,2.4,,,,,,,,,,,,,,,,,,,,,
150105,Edulcorante liquido,1.0,4.0,99.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
150126,Sacarina,1.0,364.0,8.9,0.0,2.0,89.1,3.2,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
150127,Stevia,1.0,0.0,0.0,0.0,0.0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
150201,Leche de continuación (polvo),1.0,511.0,2.7,0.0,12.9,60.1,8.7,51.4,0.0,,24.3,,,3.8,,400.0,,,0.13,8.2,35.8,,,,,,,,,,,,,,,,,,,,
150202,Leche de inicio (polvo),1.0,522.0,2.9,0.0,11.4,58.9,7.7,51.2,0.0,,26.8,10.6,10.5,3.7,,540.0,,,7.6,8.7,41.0,,,,,,,,,,,,,,,,,,,,
150203,Papilla de cereales con leche (polvo),1.0,419.0,5.7,0.0,15.5,68.0,55.0,13.0,0.0,1.8,9.0,,,,,367.0,,,7.6,3.4,62.1,,,,,,,,,,,,,,,,,,,,
150204,Papilla de cereales y frutas (polvo),1.0,379.0,6.9,0.0,6.0,85.8,,,0.0,,1.3,0.17,0.23,0.85,,375.0,,,7.5,4.0,,,,,,,,,,,,,,,,,,,,,
150205,Papilla de cereales y miel con leche (polvo),1.0,421.0,1.4,0.0,13.0,72.4,,,0.0,,8.8,,,,,367.0,,,7.6,10.0,,,,,,,,,,,,,,,,,,,,,
150207,Papilla sin gluten con leche (polvo),1.0,403.0,5.8,0.0,15.3,66.8,34.5,32.3,0.0,,8.3,,,,,367.0,,,7.6,3.4,62.1,,,,,,,,,,,,,,,,,,,,
150208,Papilla sin gluten y frutas con leche (polvo),1.0,422.0,5.3,0.0,15.2,70.8,,,0.0,,8.7,,,,,367.0,,,7.5,0.0,62.1,,,,,,,,,,,,,,,,,,,,
150209,Potito de fruta variada,1.0,73.5,71.2,0.0,0.6,17.0,4.1,12.9,0.0,1.1,0.1,0.006,0.021,0.023,,6.9,0.0,41.5,,,,,,,,,,,,,,,,,,,,,,,
150210,Potito de pescado,1.0,74.6,85.6,0.0,3.6,6.0,4.4,1.6,0.0,1.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150211,Potito de pollo,1.0,78.5,84.7,0.0,5.2,5.8,4.7,1.2,0.0,0.6,3.7,1.1,1.7,0.77,29.0,102.0,2.0,602.0,,0.24,,,,,,,,,,,,,,,,,,,,,
150212,Potito de ternera,1.0,64.8,86.3,0.0,3.6,6.0,4.9,1.1,0.0,1.5,2.6,1.3,0.95,0.24,13.0,82.0,0.0,492.0,,0.24,,,,,,,,,,,,,,,,,,,,,
